,name,model,year,selling_price,km_driven,fuel,mileage,engine,seats
3671,Honda City i,Honda,2016,700000,110000,Diesel,26.0,1498,5
3672,Chevrolet Beat Diesel,Chevrolet,2013,175000,56315,Diesel,25.44,936,5
3673,Mahindra Bolero Power,Mahindra,2017,735000,70000,Diesel,16.5,1493,7
3674,Toyota Etios Liva,Toyota,2013,325000,120000,Diesel,23.59,1364,5
3675,Chevrolet Tavera LS,Chevrolet,2006,225000,100000,Diesel,14.8,2499,10
3676,Tata Zest Quadrajet,Tata,2015,350000,90000,Diesel,23.0,1248,5
3677,Maruti Wagon R,Maruti,2006,110000,120000,LPG,17.3,1061,5
3678,Maruti Zen Estilo,Maruti,2007,85000,160000,Petrol,18.2,998,5
3679,Toyota Corolla AE,Toyota,2006,150000,100000,Petrol,13.4,1794,5
3680,Maruti Swift Dzire,Maruti,2009,225000,120000,Diesel,19.3,1248,5
3681,Tata Indica Vista,Tata,2010,111000,100000,Diesel,18.0,1248,5
3682,Maruti Wagon R,Maruti,2007,150000,70000,Petrol,18.9,1061,5
3683,Hyundai EON Era,Hyundai,2017,300000,15151,Petrol,21.1,814,5
3684,Mahindra Scorpio 1.99,Mahindra,2015,630000,60000,Diesel,15.4,1997,7
3685,Hyundai i10 Era,Hyundai,2011,206000,100000,Petrol,19.81,1086,5
3686,Maruti Wagon R,Maruti,2006,70000,110000,Petrol,18.9,998,5
3687,Hyundai Grand i10,Hyundai,2019,567000,7000,Petrol,18.9,1197,5
3688,Maruti Wagon R,Maruti,2005,65000,35000,Petrol,18.9,998,5
3689,Maruti Swift Dzire,Maruti,2016,550000,60000,Diesel,26.59,1248,5
3690,Hyundai i10 Magna,Hyundai,2010,140000,70000,Petrol,20.36,1197,5
3691,Renault KWID RXT,Renault,2016,300000,30000,Petrol,25.17,799,5
3692,Ford EcoSport 1.5,Ford,2013,500000,70000,Petrol,15.85,1499,5
3693,Hyundai Grand i10,Hyundai,2015,400000,128000,Petrol,18.9,1197,5
3694,Toyota Innova 2.5,Toyota,2012,850000,120000,Diesel,12.8,2494,8
3695,Maruti Swift VDI,Maruti,2014,570000,15000,Diesel,25.2,1248,5
3696,Maruti Swift Dzire,Maruti,2017,699000,60000,Diesel,28.4,1248,5
3697,Honda Brio Exclusive,Honda,2013,355000,80000,Petrol,19.4,1198,5
3698,Maruti Swift Dzire,Maruti,2016,690000,80000,Diesel,26.59,1248,5
3699,Ford Fiesta 1.4,Ford,2006,180000,114321,Diesel,17.8,1399,5
3700,Tata Indica Vista,Tata,2013,200000,120000,Diesel,19.4,1405,5
3701,Mahindra Scorpio VLX,Mahindra,2012,575000,120000,Diesel,12.05,2179,8
3702,Toyota Etios Liva,Toyota,2014,415000,146000,Diesel,23.59,1364,5
3703,Hyundai i10 Magna,Hyundai,2012,350000,30000,LPG,19.2,1086,5
3704,Hyundai EON D,Hyundai,2017,350000,20000,Petrol,21.1,814,5
3705,Toyota Platinum Etios,Toyota,2017,632000,150000,Diesel,23.59,1364,5
3706,Maruti Eeco CNG,Maruti,2014,325000,70000,CNG,21.94,1196,5
3707,Hyundai Elantra SX,Hyundai,2013,511000,90000,Petrol,16.3,1797,5
3708,Honda City 1.5,Honda,2010,300000,100000,Petrol,17.0,1497,5
3709,Maruti Wagon R,Maruti,2005,70000,188000,Petrol,18.9,998,5
3710,Hyundai i10 Sportz,Hyundai,2008,180000,100000,Petrol,19.81,1086,5
3711,Jaguar XE 2016-2019,Jaguar,2017,2711000,9000,Diesel,13.6,1999,5
3712,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
3713,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
3714,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
3715,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
3716,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
3717,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
3718,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
3719,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
3720,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
3721,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
3722,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
3723,Maruti Swift AMT,Maruti,2018,600000,69779,Petrol,22.0,1197,5
3724,Hyundai Grand i10,Hyundai,2017,450000,56290,Diesel,24.0,1186,5
3725,BMW X4 M,BMW,2019,5400000,7500,Diesel,16.78,1995,5
3726,BMW X4 M,BMW,2019,5500000,8500,Diesel,16.78,1995,5
3727,Honda Amaze V,Honda,2019,779000,7032,Petrol,19.0,1199,5
3728,Skoda Rapid 1.6,Skoda,2016,645000,11000,Petrol,14.3,1598,5
3729,Volvo V40 D3,Volvo,2018,2475000,2000,Diesel,16.8,1984,5
3730,Hyundai i20 1.2,Hyundai,2017,730000,37333,Petrol,18.6,1197,5
3731,Maruti Ertiga VDI,Maruti,2014,450000,15000,Diesel,20.77,1248,7
3732,Hyundai Sonata 2.4,Hyundai,2012,550000,330000,Petrol,13.44,2359,5
3733,Maruti Wagon R,Maruti,2017,420000,60000,CNG,26.6,998,5
3734,Toyota Etios GD,Toyota,2016,509999,80000,Diesel,23.59,1364,5
3735,Toyota Innova 2.5,Toyota,2015,905000,110000,Diesel,12.99,2494,7
3736,Maruti Alto LX,Maruti,2011,140000,72000,Petrol,19.7,796,5
3737,Toyota Innova 2.5,Toyota,2006,300000,140000,Diesel,12.8,2494,8
3738,Maruti Ritz LXi,Maruti,2015,300000,80000,Petrol,18.5,1197,5
3739,Maruti Swift Dzire,Maruti,2010,225000,120000,Diesel,19.3,1248,5
3740,Toyota Innova 2.5,Toyota,2015,860000,90000,Diesel,12.99,2494,8
3741,Renault Duster 85PS,Renault,2012,400000,100000,Diesel,20.46,1461,5
3742,Maruti Swift Dzire,Maruti,2009,190000,90000,Petrol,17.5,1298,5
3743,Honda Amaze VX,Honda,2013,350000,140000,Diesel,25.8,1498,5
3744,Chevrolet Spark 1.0,Chevrolet,2010,75000,120000,Petrol,18.0,995,5
3745,Maruti Vitara Brezza,Maruti,2019,860000,35000,Diesel,24.3,1248,5
3746,Maruti Alto K10,Maruti,2014,250000,50000,Petrol,23.95,998,5
3747,Hyundai Verna 1.4,Hyundai,2017,700000,82000,Diesel,24.8,1396,5
3748,Maruti Swift VDI,Maruti,2014,399000,70000,Diesel,25.2,1248,5
3749,Maruti Ritz LXi,Maruti,2016,320000,90000,Petrol,18.5,1197,5
3750,Toyota Fortuner 4x2,Toyota,2015,2000000,60000,Diesel,12.55,2982,7
3751,Skoda Octavia Ambition,Skoda,2014,1100000,79000,Diesel,20.6,1968,5
3752,Toyota Innova 2.5,Toyota,2011,750000,291000,Diesel,12.8,2494,7
3753,Toyota Innova 2.5,Toyota,2010,750000,250000,Diesel,12.8,2494,7
3754,Mahindra Bolero 2011-2019,Mahindra,2018,530000,20000,Diesel,15.96,2523,9
3755,Maruti Ciaz ZDi,Maruti,2017,750000,53000,Diesel,28.09,1248,5
3756,Nissan Micra XV,Nissan,2017,560000,21500,Petrol,19.34,1198,5
3757,Tata Tiago 1.05,Tata,2017,450000,89000,Diesel,27.28,1047,5
3758,Maruti Swift Dzire,Maruti,2013,459999,35000,Petrol,19.1,1197,5
3759,Maruti Zen Estilo,Maruti,2013,235000,43000,Petrol,19.0,998,5
3760,Hyundai Santro Xing,Hyundai,2009,180000,80000,Petrol,17.92,1086,5
3761,Hyundai Santro Xing,Hyundai,2007,140000,80000,Petrol,17.8,1086,5
3762,Hyundai i20 Asta,Hyundai,2014,620000,110000,Diesel,22.54,1396,5
3763,Hyundai EON Era,Hyundai,2012,190000,100000,Petrol,21.1,814,5
3764,Hyundai EON Sportz,Hyundai,2018,380000,25000,Petrol,21.1,814,5
3765,Ford EcoSport S,Ford,2019,1145000,20000,Diesel,23.0,1498,5
3766,Tata Zest Quadrajet,Tata,2017,540000,70000,Diesel,22.95,1248,5
3767,Toyota Innova 2.5,Toyota,2011,800000,197000,Diesel,12.8,2494,7
3768,Maruti Wagon R,Maruti,2006,150000,100000,Petrol,14.0,1061,5
3769,Maruti 800 Std,Maruti,1995,55000,70000,Petrol,16.1,796,4
3770,Mahindra XUV500 W10,Mahindra,2015,919999,140000,Diesel,16.0,2179,7
3771,Maruti Alto LXi,Maruti,2009,135000,50000,Petrol,19.7,796,5
3772,Tata Tiago 1.2,Tata,2017,340000,40300,Petrol,23.84,1199,5
3773,Toyota Innova 2.5,Toyota,2010,525000,120000,Diesel,12.8,2494,8
3774,Maruti Celerio VXI,Maruti,2016,411000,25000,Petrol,23.1,998,5
3775,Maruti Wagon R,Maruti,2010,150000,155000,Petrol,18.9,998,5
3776,Honda Jazz 1.2,Honda,2015,575000,50000,Petrol,19.0,1199,5
3777,Hyundai i20 Asta,Hyundai,2017,595000,30030,Petrol,18.6,1197,5
3778,Hyundai Xcent 1.2,Hyundai,2017,525000,29029,Petrol,19.1,1197,5
3779,Maruti Ritz VDi,Maruti,2012,335000,72072,Diesel,21.1,1248,5
3780,Ford Figo Diesel,Ford,2012,300000,54000,Diesel,20.0,1399,5
3781,Hyundai i20 2015-2017,Hyundai,2012,415000,82082,Diesel,22.54,1396,5
3782,Mahindra XUV500 W8,Mahindra,2016,925000,48000,Diesel,16.0,2179,7
3783,Maruti Ertiga BSIV,Maruti,2016,750000,20000,Petrol,17.5,1373,7
3784,Hyundai Verna CRDi,Hyundai,2018,1150000,49000,Diesel,22.0,1582,5
3785,Datsun GO Plus,Datsun,2015,260000,35000,Petrol,19.44,1198,7
3786,Maruti Alto 800,Maruti,2017,260000,67000,CNG,33.44,796,4
3787,Maruti Swift Dzire,Maruti,2011,347000,80600,Diesel,19.3,1248,5
3788,Hyundai EON Magna,Hyundai,2013,195000,58609,Petrol,21.1,814,5
3789,Fiat Punto Pure,Fiat,2016,265000,33003,Petrol,15.7,1172,5
3790,Maruti Wagon R,Maruti,2016,320000,43000,CNG,26.6,998,5
3791,Hyundai i20 Magna,Hyundai,2016,590000,16500,Petrol,18.6,1197,5
3792,Toyota Innova 2.5,Toyota,2012,650000,138000,Diesel,12.8,2494,8
3793,Mahindra Scorpio 2009-2014,Mahindra,2013,509999,165500,Diesel,14.0,2523,9
3794,Maruti Swift Dzire,Maruti,2011,350000,120000,Diesel,19.3,1248,5
3795,Tata Nexon 1.5,Tata,2018,749000,30000,Diesel,21.5,1497,5
3796,Tata Indigo CS,Tata,2010,150000,70000,Diesel,19.09,1396,5
3797,Maruti Zen LX,Maruti,2003,58000,170000,Petrol,17.3,993,5
3798,Mahindra Verito 1.5,Mahindra,2011,200000,120000,Diesel,21.0,1461,5
3799,Tata Indica Vista,Tata,2014,240000,168000,Diesel,22.3,1248,5
3800,Honda Amaze E,Honda,2017,515000,60000,Diesel,25.8,1498,5
3801,Maruti Alto LXi,Maruti,2008,145000,120000,Petrol,19.7,796,5
3802,Maruti Wagon R,Maruti,2016,450000,5800,Petrol,20.51,998,5
3803,Maruti A-Star Lxi,Maruti,2010,179000,68700,Petrol,19.0,998,5
3804,Hyundai Verna Xi,Hyundai,2007,220000,108000,Petrol,13.9,1599,5
3805,Tata Zest Revotron,Tata,2020,500000,40000,Petrol,17.57,1193,5
3806,Ford Fiesta Classic,Ford,2009,190000,100000,Diesel,17.8,1399,5
3807,Chevrolet Beat Diesel,Chevrolet,2015,200000,40000,Diesel,25.44,936,5
3808,Ford EcoSport 1.5,Ford,2018,850000,90000,Petrol,17.0,1497,5
3809,Volkswagen Polo Petrol,Volkswagen,2011,270000,60000,Petrol,16.47,1198,5
3810,Hyundai EON Magna,Hyundai,2016,335000,17000,Petrol,21.1,814,5
3811,Maruti Wagon R,Maruti,2018,459999,5000,Petrol,20.51,998,5
3812,Maruti Vitara Brezza,Maruti,2017,710000,60000,Diesel,24.3,1248,5
3813,Maruti Swift Dzire,Maruti,2015,330000,140000,Diesel,26.59,1248,5
3814,Jeep Compass 2.0,Jeep,2017,1515000,15000,Diesel,17.1,1956,5
3815,Tata Nexon 1.2,Tata,2018,750000,25000,Petrol,17.0,1198,5
3816,Chevrolet Spark 1.0,Chevrolet,2016,160000,50000,Petrol,16.2,995,5
3817,Chevrolet Beat Diesel,Chevrolet,2016,215000,60000,Diesel,25.44,936,5
3818,Tata Nano Cx,Tata,2012,60000,40000,Petrol,25.4,624,4
3819,Maruti Swift Dzire,Maruti,2014,480000,72000,Petrol,19.1,1197,5
3820,Tata Manza Aqua,Tata,2012,140000,195000,Diesel,21.12,1248,5
3821,Hyundai EON D,Hyundai,2012,200000,70000,Petrol,21.1,814,5
3822,Nissan Micra Diesel,Nissan,2013,400000,83000,Diesel,23.08,1461,5
3823,Hyundai EON Era,Hyundai,2012,180000,100000,Petrol,21.1,814,5
3824,Maruti Swift VXI,Maruti,2015,550000,25000,Petrol,20.4,1197,5
3825,Maruti Swift VDI,Maruti,2016,550000,50000,Diesel,25.2,1248,5
3826,Maruti Ertiga VDI,Maruti,2012,550000,67000,Diesel,20.77,1248,7
3827,Maruti Zen Estilo,Maruti,2011,270000,30000,Petrol,19.0,998,5
3828,Renault Pulse RxL,Renault,2013,315000,85000,Diesel,23.08,1461,5
3829,Mahindra Thar CRDe,Mahindra,2018,875000,25000,Diesel,16.55,2498,6
3830,Toyota Innova 2.5,Toyota,2007,400000,170000,Diesel,12.8,2494,8
3831,Mahindra Scorpio EX,Mahindra,2014,540000,110000,Diesel,14.0,2523,8
3832,Maruti Wagon R,Maruti,2017,350000,60000,CNG,26.6,998,5
3833,Hyundai Verna 1.6,Hyundai,2011,360000,80000,Diesel,22.32,1582,5
3834,Maruti Wagon R,Maruti,2014,300000,31000,Petrol,20.51,998,5
3835,Hyundai Grand i10,Hyundai,2014,350000,100000,Diesel,24.0,1120,5
3836,Mahindra NuvoSport N8,Mahindra,2016,650000,130000,Diesel,17.45,1493,7
3837,Maruti Wagon R,Maruti,2016,350000,20000,Petrol,20.51,998,5
3838,Ford EcoSport 1.5,Ford,2017,700000,60000,Diesel,22.77,1498,5
3839,Maruti Swift Dzire,Maruti,2013,415000,102996,Diesel,23.4,1248,5
3840,Mahindra Marazzo M8,Mahindra,2019,1460000,5000,Diesel,17.3,1497,7
3841,Tata Nexon 1.5,Tata,2017,830000,35000,Diesel,21.5,1497,5
3842,Datsun GO T,Datsun,2018,430000,5000,Petrol,20.63,1198,5
3843,Ford EcoSport 1.5,Ford,2017,850000,60000,Diesel,22.77,1498,5
3844,Maruti Swift Dzire,Maruti,2017,650000,70000,Petrol,20.85,1197,5
3845,Hyundai Verna CRDi,Hyundai,2008,120000,120000,Diesel,16.8,1493,5
3846,Mahindra TUV 300,Mahindra,2016,730000,65100,Diesel,18.49,1493,7
3847,Maruti Ignis 1.2,Maruti,2019,525000,20000,Petrol,20.89,1197,5
3848,Hyundai i20 Active,Hyundai,2015,600000,108000,Diesel,21.19,1396,5
3849,Maruti Swift LXI,Maruti,2019,500000,15000,Petrol,21.21,1197,5
3850,Hyundai Santro Xing,Hyundai,2009,150000,77000,Petrol,17.92,1086,5
3851,Maruti Wagon R,Maruti,2015,409999,18500,Petrol,20.51,998,5
3852,Mahindra TUV 300,Mahindra,2016,625000,120000,Diesel,18.49,1493,7
3853,Renault KWID RXT,Renault,2015,290000,15200,Petrol,25.17,799,5
3854,Honda Mobilio V,Honda,2015,500000,35000,Petrol,17.3,1497,7
3855,Hyundai Verna 1.6,Hyundai,2011,475000,80000,Diesel,22.32,1582,5
3856,Hyundai EON Era,Hyundai,2013,190000,70000,Petrol,21.1,814,5
3857,Mahindra XUV500 W6,Mahindra,2014,750000,80000,Diesel,15.1,2179,7
3858,Nissan Terrano XV,Nissan,2014,525000,120000,Diesel,19.01,1461,5
3859,Chevrolet Cruze LTZ,Chevrolet,2012,495000,82000,Diesel,17.3,1998,5
3860,Hyundai i20 Sportz,Hyundai,2015,550000,60000,Diesel,22.54,1396,5
3861,Mahindra XUV500 W8,Mahindra,2012,595000,129000,Diesel,15.1,2179,7
3862,Fiat Grande Punto,Fiat,2015,550000,67000,Diesel,21.2,1248,5
3863,Toyota Fortuner 2.5,Toyota,2015,2000000,120000,Diesel,13.0,2494,7
3864,Tata Safari DICOR,Tata,2010,400000,120000,Diesel,13.93,2179,7
3865,Fiat Avventura Power,Fiat,2015,500000,96500,Diesel,20.5,1248,5
3866,Maruti Wagon R,Maruti,2017,340000,52412,Petrol,18.9,998,5
3867,Mahindra Scorpio SLE,Mahindra,2012,480000,85472,Diesel,12.05,2179,8
3868,Ford EcoSport 1.5,Ford,2013,480000,87452,Diesel,22.77,1498,5
3869,Ford EcoSport 1.5,Ford,2018,750000,17000,Diesel,23.0,1498,5
3870,Maruti Wagon R,Maruti,2008,100000,66530,Petrol,18.9,1061,5
3871,Hyundai i20 Magna,Hyundai,2013,290000,40000,Petrol,18.5,1197,5
3872,Fiat Avventura Power,Fiat,2015,425000,96500,Diesel,20.5,1248,5
3873,Honda City V,Honda,2010,285000,79000,Petrol,16.8,1497,5
3874,Mahindra TUV 300,Mahindra,2016,625000,50000,Diesel,18.49,1493,7
3875,Fiat Grande Punto,Fiat,2012,170000,60000,Diesel,20.3,1248,5
3876,Tata Zest Revotron,Tata,2018,459999,35000,Petrol,17.57,1193,5
3877,Fiat Avventura MULTIJET,Fiat,2015,450000,120000,Diesel,20.5,1248,5
3878,Maruti Swift Dzire,Maruti,2019,650000,10000,Petrol,21.21,1197,5
3879,Hyundai i20 Active,Hyundai,2017,600000,15000,Petrol,17.19,1197,5
3880,Maruti Alto 800,Maruti,2013,178000,70000,CNG,30.46,796,5
3881,Maruti Alto 800,Maruti,2016,300000,5000,Petrol,22.74,796,5
3882,Maruti Alto LXi,Maruti,2009,150000,40000,Petrol,19.7,796,5
3883,Hyundai Elite i20,Hyundai,2019,590000,10000,Petrol,18.6,1197,5
3884,Hyundai EON Era,Hyundai,2016,310000,25000,Petrol,21.1,814,5
3885,Tata Zest Revotron,Tata,2017,400000,53000,Petrol,17.57,1193,5
3886,Mahindra Scorpio LX,Mahindra,2014,520000,110000,Diesel,12.05,2179,9
3887,Ashok Leyland Stile,Ashok,2013,300000,200000,Diesel,20.07,1461,8
3888,Mahindra XUV300 W8,Mahindra,2019,1000000,22000,Petrol,17.0,1197,5
3889,Maruti Wagon R,Maruti,2003,65000,70000,Petrol,18.9,998,5
3890,Honda Amaze VX,Honda,2015,509999,75000,Diesel,25.8,1498,5
3891,Maruti Wagon R,Maruti,2012,221000,70000,Petrol,18.9,998,5
3892,Volkswagen Vento 1.6,Volkswagen,2014,390000,64000,Petrol,15.04,1598,5
3893,Maruti Gypsy King,Maruti,2002,350000,60000,Petrol,11.96,1298,8
3894,Maruti Alto LXi,Maruti,2009,195000,40000,Petrol,19.7,796,5
3895,Audi Q7 3.0,Audi,2010,1750000,110000,Diesel,12.07,2967,7
3896,Mahindra Scorpio VLX,Mahindra,2013,600000,60000,Diesel,12.05,2179,8
3897,Hyundai i20 Sportz,Hyundai,2015,615000,72000,Diesel,22.54,1396,5
3898,Hyundai i20 Magna,Hyundai,2013,350000,70000,Diesel,21.9,1396,5
3899,Chevrolet Beat Diesel,Chevrolet,2012,140000,75000,Diesel,25.44,936,5
3900,Hyundai i20 1.4,Hyundai,2017,650000,32331,Diesel,22.54,1396,5
3901,Hyundai Creta 1.6,Hyundai,2016,1100000,70000,Diesel,19.67,1582,5
3902,Hyundai i20 1.4,Hyundai,2010,285000,80000,Diesel,23.0,1396,5
3903,Chevrolet Spark 1.0,Chevrolet,2011,190000,20000,Petrol,18.0,995,5
3904,Nissan Sunny XL,Nissan,2012,350000,110000,Petrol,16.95,1498,5
3905,Hyundai Grand i10,Hyundai,2014,400000,40000,Petrol,18.9,1197,5
3906,Toyota Innova Crysta,Toyota,2016,2100000,40000,Petrol,10.75,2694,7
3907,Hyundai i20 Sportz,Hyundai,2015,434999,90000,Petrol,18.6,1197,5
3908,Maruti Swift Dzire,Maruti,2014,450000,50000,Petrol,19.1,1197,5
3909,Daewoo Matiz SD,Daewoo,2001,45000,137000,Petrol,18.5,796,5
3910,Hyundai i20 Asta,Hyundai,2015,450000,60000,Petrol,18.6,1197,5
3911,Maruti Swift VDI,Maruti,2017,580000,30000,Diesel,25.2,1248,5
3912,Hyundai Creta 1.6,Hyundai,2016,900000,98000,Diesel,19.67,1582,5
3913,Maruti Ertiga SHVS,Maruti,2016,750000,50000,Diesel,24.52,1248,7
3914,Tata Indigo CS,Tata,2009,140000,120000,Diesel,19.09,1396,5
3915,Hyundai Grand i10,Hyundai,2017,525000,30000,Petrol,18.9,1197,5
3916,Tata Indigo CS,Tata,2009,114999,120000,Diesel,19.09,1396,5
3917,Tata Tiago 1.2,Tata,2016,399000,40000,Petrol,23.84,1199,5
3918,Tata Indica V2,Tata,2012,275000,90000,Diesel,19.0,1405,5
3919,Hyundai i20 1.4,Hyundai,2011,340000,80000,Diesel,21.9,1396,5
3920,Hyundai EON LPG,Hyundai,2012,222000,120000,LPG,21.1,814,5
3921,Mahindra Ssangyong Rexton,Mahindra,2013,850000,200000,Diesel,11.18,2696,7
3922,Tata Indica V2,Tata,2007,70000,110000,Diesel,17.2,1396,5
3923,Tata Tiago 1.2,Tata,2017,430000,38000,Petrol,23.84,1199,5
3924,Tata Tiago 1.2,Tata,2017,430000,35000,Petrol,23.84,1199,5
3925,Maruti Wagon R,Maruti,2014,320000,70000,Petrol,20.51,998,5
3926,Renault Fluence Diesel,Renault,2012,500000,120000,Diesel,21.8,1461,5
3927,Renault Duster 110PS,Renault,2012,500000,110000,Diesel,19.01,1461,5
3928,Tata Indica Vista,Tata,2010,229999,140000,Diesel,18.4,1248,5
3929,Mahindra Scorpio VLS,Mahindra,2009,600000,155000,Diesel,11.79,2179,8
3930,Renault Pulse RxL,Renault,2017,500000,80000,Diesel,23.08,1461,5
3931,Mahindra Bolero SLX,Mahindra,2010,315000,120000,Diesel,13.6,2523,7
3932,Maruti Wagon R,Maruti,2011,265000,80000,Petrol,18.9,998,5
3933,Ford Figo 1.5D,Ford,2015,350000,110000,Diesel,25.83,1498,5
3934,Tata Indigo CR4,Tata,2012,200000,230000,Diesel,23.57,1396,5
3935,Tata Indica V2,Tata,2011,114999,172000,Diesel,17.88,1396,5
3936,Hyundai i20 Magna,Hyundai,2014,425000,25000,Petrol,18.6,1197,5
3937,Ford EcoSport 1.5,Ford,2019,900000,35000,Diesel,23.0,1498,5
3938,Mahindra Scorpio 2009-2014,Mahindra,2014,550000,126000,Diesel,12.05,2179,7
3939,Honda WR-V i-DTEC,Honda,2018,900000,30000,Diesel,25.5,1498,5
3940,Hyundai i10 Era,Hyundai,2011,165000,97000,Petrol,19.81,1086,5
3941,Hyundai Verna 1.6,Hyundai,2016,850000,120000,Diesel,19.08,1582,5
3942,Hyundai Verna 1.6,Hyundai,2016,850000,120000,Diesel,23.9,1582,5
3943,Mahindra Thar CRDe,Mahindra,2014,550000,80000,Diesel,16.55,2498,6
3944,Maruti Swift Dzire,Maruti,2011,500000,60000,Diesel,19.3,1248,5
3945,Maruti Swift Dzire,Maruti,2018,630000,15000,Petrol,21.21,1197,5
3946,Hyundai i10 Era,Hyundai,2011,160000,60000,Petrol,19.81,1086,5
3947,Honda City i,Honda,2015,670000,60000,Diesel,25.1,1498,5
3948,Maruti Swift ZDi,Maruti,2014,430000,90000,Diesel,22.9,1248,5
3949,Hyundai Xcent 1.2,Hyundai,2015,375000,30000,Petrol,19.1,1197,5
3950,Hyundai i20 Asta,Hyundai,2016,650000,35000,Petrol,18.6,1197,5
3951,Maruti Swift Dzire,Maruti,2016,500000,35000,Diesel,26.59,1248,5
3952,Maruti Swift Dzire,Maruti,2016,500000,35000,Diesel,26.59,1248,5
3953,Mahindra XUV500 W10,Mahindra,2017,1350000,25000,Diesel,16.0,2179,7
3954,Volkswagen Ameo 1.5,Volkswagen,2018,600000,40000,Diesel,21.66,1498,5
3955,Hyundai Creta 1.6,Hyundai,2017,1200000,25000,Diesel,19.67,1582,5
3956,BMW X6 xDrive30d,BMW,2013,3750000,56000,Diesel,11.2,2993,4
3957,Maruti Swift Dzire,Maruti,2018,795000,41779,Petrol,21.21,1197,5
3958,Honda Jazz 1.2,Honda,2016,625000,54000,Petrol,18.7,1199,5
3959,Mercedes-Benz E-Class E250,Mercedes-Benz,2016,2900000,31000,Diesel,13.0,2143,5
3960,Maruti Ignis 1.3,Maruti,2017,625000,37000,Diesel,26.8,1248,5
3961,Chevrolet Cruze LTZ,Chevrolet,2011,440000,90000,Diesel,18.1,1991,4
3962,Toyota Corolla Altis,Toyota,2018,1400000,13534,Petrol,14.28,1798,5
3963,Toyota Corolla Altis,Toyota,2017,1450000,7000,Petrol,14.53,1794,5
3964,Mercedes-Benz GLA Class,Mercedes-Benz,2017,2700000,23000,Diesel,17.9,2143,5
3965,Hyundai Grand i10,Hyundai,2017,550000,23456,Petrol,18.9,1197,5
3966,Toyota Innova Crysta,Toyota,2019,1925000,43000,Diesel,11.36,2755,8
3967,Mahindra XUV500 W10,Mahindra,2015,1225000,39000,Diesel,16.0,2179,7
3968,Honda WR-V i-VTEC,Honda,2017,700000,15000,Petrol,17.5,1199,5
3969,Maruti Swift Dzire,Maruti,2013,530000,40000,Diesel,23.4,1248,5
3970,Kia Seltos HTX,Kia,2020,1900000,5000,Diesel,17.8,1493,5
3971,Maruti Ciaz RS,Maruti,2017,844999,70000,Diesel,28.09,1248,5
3972,Skoda Rapid 1.5,Skoda,2016,650000,99000,Diesel,21.66,1498,5
3973,Maruti Swift ZXI,Maruti,2018,750000,15000,Petrol,22.0,1197,5
3974,BMW 6 Series,BMW,2018,6000000,28156,Diesel,17.09,2993,4
3975,Honda Jazz 1.2,Honda,2015,610000,30000,Petrol,18.7,1199,5
3976,Chevrolet Beat LT,Chevrolet,2010,150000,70000,Petrol,18.6,1199,5
3977,Maruti Swift Dzire,Maruti,2014,475000,40000,Petrol,19.1,1197,5
3978,Mahindra Scorpio SLX,Mahindra,2008,375000,136500,Diesel,12.7,2609,8
3979,Mahindra KUV 100,Mahindra,2016,425000,70000,Diesel,25.32,1198,6
3980,Honda City i,Honda,2015,800000,90000,Diesel,25.1,1498,5
3981,Maruti 800 DX,Maruti,1996,40000,32000,Petrol,16.1,796,4
3982,Maruti Wagon R,Maruti,2018,509999,8000,Petrol,20.51,998,5
3983,Toyota Etios Liva,Toyota,2015,387000,170000,Diesel,23.59,1364,5
3984,Maruti Alto 800,Maruti,2014,235000,25000,Petrol,22.74,796,5
3985,Tata Sumo SE,Tata,2000,95000,120000,Diesel,12.2,1948,10
3986,Maruti Swift Vdi,Maruti,2010,340000,110000,Diesel,17.8,1248,5
3987,Mahindra XUV500 W6,Mahindra,2016,1000000,100000,Diesel,16.0,2179,7
3988,Ford Ikon 1.4,Ford,2009,160000,115000,Diesel,13.8,1399,5
3989,Mahindra Scorpio SLX,Mahindra,2008,365000,120000,Diesel,12.7,2609,8
3990,Skoda Fabia 1.2L,Skoda,2011,300000,265000,Diesel,20.86,1199,5
3991,Maruti Swift Vdi,Maruti,2008,260000,90000,Diesel,17.8,1248,5
3992,Honda Jazz V,Honda,2018,860000,40000,Petrol,18.2,1199,5
3993,Hyundai Verna 1.6,Hyundai,2008,114999,55000,Petrol,13.9,1599,5
3994,Maruti Alto LXi,Maruti,2007,100000,90000,Petrol,19.7,796,5
3995,Volkswagen Vento 1.5,Volkswagen,2014,565000,111000,Diesel,20.34,1498,5
3996,Mahindra Xylo E4,Mahindra,2013,450000,120000,Diesel,11.68,2498,7
